"","title","description","streetaddress","type","amenityfeatures","city","state","Year","notes","full.address","lat","lon","geoAddress","unclear_address","status","unique.id"
"104","U. of S.C.","Russel House","","Cruising Areas","Cruisy Area","Columbia","SC",1988,"",", SC",33.996645,-81.026995,"unclear_coded_by_hand","checked","Verified Location","d-1988-05135"
"105","U. of S.C.","Blatt P.E.","","Cruising Areas","Cruisy Area","Columbia","SC",1988,"",", SC",33.996645,-81.026995,"unclear_coded_by_hand","checked","Verified Location","d-1988-05136"
"106","U. of S.C.","lockers","","Cruising Areas","Cruisy Area","Columbia","SC",1988,"",", SC",33.996645,-81.026995,"unclear_coded_by_hand","checked","Verified Location","d-1988-05137"
"107","U. of S.C.","pool","","Cruising Areas","Cruisy Area","Columbia","SC",1988,"",", SC",33.996645,-81.026995,"unclear_coded_by_hand","checked","Verified Location","d-1988-05138"
"108","Y.M.C.A.","","","Cruising Areas,Hotel","(M-1965-1989),(H-1965-1989),Cruisy Area","Columbia","SC",1988,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1988-05139"
"109","South of the Border Motel Bar","6 mi. N. on 1-95","","Hotel","(M-1965-1989)","Dillon","SC",1988,"",", SC",34.499623,-79.307758,"unclear_coded_by_hand","checked","Verified Location","d-1988-05140"
"110","Chain Reaction","","3027 E. Palmetto","Bars/Clubs","","Florence","SC",1988,"","3027 E. Palmetto, Florence, SC",34.1972994,-79.7066321,"3027 e palmetto st, florence, sc 29506, usa","","Google Verified Location","d-1988-05141"
"111","Evans St.","downtown","","Cruising Areas","Cruisy Area","Florence","SC",1988,"",", SC",34.195433,-79.762562,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1988-05142"
"112","Timrod Park","","","Cruising Areas","Cruisy Area","Florence","SC",1988,"",", SC",34.185242,-79.770835,"unclear_coded_by_hand","checked","Verified Location","d-1988-05143"
"113","'Rest Stop'","","on 1-85 S.","Cruising Areas","Cruisy Area","Gaffney","SC",1988,"","on 1-85 S., SC",35.071795,-81.649819,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1988-05144"
"114","Bushwacker's Pub","","621 Airport Rd.","Cruising Areas,Bars/Clubs","(P-1965-1989),(*-1965-2005)","Greenville","SC",1988,"","621 Airport Rd., Greenville, SC",34.844199,-82.345167,"621 airport rd, greenville, sc 29607, usa","","Google Verified Location","d-1988-05145"
"115","M.C.C.","(803)233-0919","","Religious Institution","(MCC)","Greenville","SC",1988,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1988-05146"
"116","Stone Castle","(Disco)","8 Le Grand","Bars/Clubs","(P-1965-1989),(YC-1969-2005),(D-1965-2003),(*-1965-2005)","Greenville","SC",1988,"","8 Le Grand, Greenville, SC",34.8361438,-82.3681104,"8 legrand blvd, greenville, sc 29607, usa","","Google Verified Location","d-1988-05147"
"117","Greyhound Bus Depot","","","Cruising Areas","Cruisy Area,(AYOR-1977-1989)","Greenville","SC",1988,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1988-05148"
"118","Parking lot","opp. Methodist Church","","Cruising Areas","Cruisy Area,(AYOR-1977-1989)","Greenville","SC",1988,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1988-05149"
"119","'Rest Stop'","on 1-85 S.— betw. Greenville &
Anderson S.C.","","Cruising Areas","Cruisy Area","Greenville","SC",1988,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1988-05150"
"120","Sheraton Motor Inn","","","Cruising Areas","Cruisy Area","Greenville","SC",1988,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1988-05151"
"121","Trailways Bus Depot","(Parkinglot) (opp. Club Gemini)","","Cruising Areas","(*-1965-2005),Cruisy Area","Greenville","SC",1988,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1988-05152"
"122","Offshore Drilling Co.","","415 Youpon Circle","Bars/Clubs","(*-1965-2005),(S-1965-2002),(PT-1977-1989)","Myrtle Beach","SC",1988,"","415 Youpon Circle, Myrtle Beach, SC",33.6815574,-78.8930613,"415 yaupon dr, myrtle beach, sc 29577, usa","","Google Verified Location","d-1988-05153"
"123","Beach at 87th Ave.","","","Cruising Areas","Cruisy Area","Myrtle Beach","SC",1988,"",", SC",33.68906,-78.886694,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1988-05154"
"124","Hurlrock Park","","","Cruising Areas","Cruisy Area","Myrtle Beach","SC",1988,"",", SC",33.669836,-78.904645,"unclear_coded_by_hand","checked","Verified Location","d-1988-05155"
"125","Pavillion","on Boulevard","","Cruising Areas","Cruisy Area","Myrtle Beach","SC",1988,"",", SC",33.692441,-78.881687,"unclear_coded_by_hand","checked","Verified Location","d-1988-05156"
"126","Adult World","","1400 Asheville Hwy.","Erotic Shop","","Spartanburg","SC",1988,"","1400 Asheville Hwy., Spartanburg, SC",34.977236,-81.9620187,"1400 asheville hwy, spartanburg, sc 29303, usa","","Google Verified Location","d-1988-05157"
"127","'Rest Stop'","on 1-26 north of town","","Cruising Areas","Cruisy Area,(AYOR-1977-1989)","Spartanburg","SC",1988,"",", SC",34.949567,-81.932048,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1988-05158"
"128","Truck Stops","1-85 betw. exit 62 & 66 (Nights)","","Cruising Areas","Cruisy Area","Spartanburg","SC",1988,"",", SC",34.949567,-81.932048,"unclear_coded_by_hand","checked","Location could not be verified. General city or location coordinates used.","d-1988-05159"
"129","Carolina Book Store","","","Book Store","","Charleston","SC",1989,"River St.",", SC",32.776475,-79.931051,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1989-04997"
"130","Carolina Book Store","","","Book Store","","Charleston","SC",1989,"St. Andrews Blvd.",", SC",32.776475,-79.931051,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1989-04998"
"131","DeJa Vu","(Disco)","252 East Bay St.","Bars/Clubs","(YC-1969-2005)","Charleston","SC",1989,"","252 East Bay St., Charleston, SC",32.7828703,-79.9275705,"252 e bay st, charleston, sc 29401, usa","","Google Verified Location","d-1989-04999"
"132","Dudley's","(Levi)","346 King St.","Bars/Clubs","(PT-1977-1989),(*-1965-2005),(W-1972-1989)","Charleston","SC",1989,"","346 King St., Charleston, SC",32.7848012,-79.9353488,"346 king st, charleston, sc 29401, usa","","Google Verified Location","d-1989-05000"
"133","Fantasy World","(Books, etc.)","2270 Harley Ave.","Book Store,Erotic Shop","","N. Charleston","SC",1989,"","2270 Harley Ave., N. Charleston, SC",32.8771106,-80.0130514,"north charleston, sc, usa","","Google Verified Location","d-1989-05001"
"134","Fifty Folly Place","(803)571-4171","","For review","(B&B-1987-1989),(H-1965-1989)","Charleston","SC",1989,"",", SC",32.776475,-79.931051,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1989-05002"
"135","M.C.C.-Joan of Arc","(803)747-6736","4583-F Durant Ave.","Religious Institution","(MCC)","Charleston","SC",1989,"","4583-F Durant Ave., Charleston, SC",32.8771027,-79.990503,"4583 durant ave f, north charleston, sc 29405, usa","","Google Verified Location","d-1989-05003"
"136","The Mix","(Disco)","5 Liberty St.","Bars/Clubs","(*-1965-2005),(P-1965-1989),(YC-1969-2005),(E-1975-2003)","Charleston","SC",1989,"","5 Liberty St., Charleston, SC",32.782803,-79.9350537,"beatty center for the school of business, 5 liberty st, charleston, sc 29401, usa","","Google Verified Location","d-1989-05004"
"137","Video Depot","","5750 River Rd.","Bars/Clubs","","Charleston","SC",1989,"","5750 River Rd., Charleston, SC",32.6482486,-80.1349927,"5750 river rd, johns island, sc 29455, usa","","Google Verified Location","d-1989-05005"
"138","'Rest Stop', N. on I-26","","","Cruising Areas","Cruisy Area","Charleston","SC",1989,"",", SC",32.776475,-79.931051,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1989-05006"
"139","Folly Beach","","","Cruising Areas","Cruisy Area","Charleston","SC",1989,"",", SC",32.65518,-79.940367,"unclear_coded_by_hand","","Verified Location","d-1989-05007"
"140","The Battery-Whitepoint Gardens","","","Cruising Areas","Cruisy Area,(AYOR-1977-1989)","Charleston","SC",1989,"",", SC",32.769936,-79.930361,"unclear_coded_by_hand","","Verified Location","d-1989-05008"
"141","Affairs","","712 Hugar St.","Bars/Clubs","(PT-1977-1989),(N-1988-1989)","Columbia","SC",1989,"","712 Hugar St., Columbia, SC",33.9917996,-81.0417769,"712 huger st, columbia, sc 29201, usa","","Google Verified Location","d-1989-05009"
"142","Candy Shop","(Disco)","1911 Two Notch Rd.","Bars/Clubs","(B-1970-1989)","Columbia","SC",1989,"","1911 Two Notch Rd., Columbia, SC",34.0179431,-81.0150516,"1911 two notch rd, columbia, sc 29204, usa","","Google Verified Location","d-1989-05010"
"143","Capitol Club","(Quiet bar)","1002 Gervais","Bars/Clubs","(P-1965-1989),(M-1965-1989),(PE-1965-1989)","Columbia","SC",1989,"at Park","1002 Gervais, Columbia, SC",34.0001224,-81.0365407,"1002 gervais st, columbia, sc 29201, usa","","Google Verified Location","d-1989-05011"
"144","Chateau IV","(Books)","5511 Two Notch Rd.","Book Store","","Columbia","SC",1989,"","5511 Two Notch Rd., Columbia, SC",34.0526299,-80.9816893,"5511 two notch rd, columbia, sc 29223, usa","","Google Verified Location","d-1989-05012"
"145","Foxes Books","","5445 Two Notch Rd.","Book Store","(F&S-1984-1989)","Columbia","SC",1989,"","5445 Two Notch Rd., Columbia, SC",34.0506524,-80.9847246,"5445 two notch rd, columbia, sc 29204, usa","","Google Verified Location","d-1989-05013"
"146","Menage","","903 Hunger St.","Bars/Clubs","(P-1965-1989),(S-1965-2002),(E-1975-2003)","Columbia","SC",1989,"","903 Hunger St., Columbia, SC",33.9935712,-81.0435076,"903 huger st, columbia, sc 29201, usa","","Google Verified Location","d-1989-05014"
"147","Richland Adult Books","","2729 Two Notch Rd.","Book Store,Cruising Areas","(M-1965-1989)","Columbia","SC",1989,"","2729 Two Notch Rd., Columbia, SC",34.0325185,-81.0064873,"2729 two notch rd, columbia, sc 29204, usa","","Google Verified Location","d-1989-05015"
"148","St. Jude M.C.C.","","2601 Seminole Rd.","Religious Institution","(MCC)","Columbia","SC",1989,"","2601 Seminole Rd., Columbia, SC",34.0431338,-81.0990078,"2601 seminole rd, columbia, sc 29210, usa","","Google Verified Location","d-1989-05016"
"149","Traxx","","416 Lincoln St.","Bars/Clubs","(D-1965-2003),(L-1980-1989),(S-1965-2002)","Columbia","SC",1989,"","416 Lincoln St., Columbia, SC",33.9896649,-81.033625,"416 lincoln st, columbia, sc 29201, usa","","Google Verified Location","d-1989-05017"
"150","Two of Hearts","(Disco)","3134 Two Notch Rd.","Bars/Clubs","(L-1980-1989),(P-1965-1989)","Columbia","SC",1989,"","3134 Two Notch Rd., Columbia, SC",34.0384045,-81.0016349,"3134 two notch rd, columbia, sc 29204, usa","","Google Verified Location","d-1989-05018"
"151","'Primrose Path'-Senate St. & grounds adj. to the Capitol","","","Cruising Areas","Cruisy Area,(AYOR-1977-1989)","Columbia","SC",1989,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1989-05019"
"152","'Rest Stop' on I-20 (Lexington County)","","","Cruising Areas","Cruisy Area","Columbia","SC",1989,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1989-05020"
"153","'Rest Stop' on I-26 S.","","","Cruising Areas","Cruisy Area","Columbia","SC",1989,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1989-05021"
"154","Ft. Jackson Army Base-Moncrief Army Hospital","(1st floor lu.) (Afternoons)","","Cruising Areas","Cruisy Area","Columbia","SC",1989,"",", SC",34.012004,-80.937823,"unclear_coded_by_hand","","Verified Location","d-1989-05022"
"155","Lake Murrary Dam","","","Cruising Areas","Cruisy Area","Columbia","SC",1989,"",", SC",34.053204,-81.217875,"unclear_coded_by_hand","","Verified Location","d-1989-05023"
"156","U. of S.C.","Russel House","","Cruising Areas","Cruisy Area","Columbia","SC",1989,"",", SC",33.996645,-81.026995,"unclear_coded_by_hand","","Verified Location","d-1989-05024"
"157","U. of S.C.","Blatt P.E. (Lockers & pool)","","Cruising Areas","Cruisy Area","Columbia","SC",1989,"",", SC",33.996645,-81.026995,"unclear_coded_by_hand","","Verified Location","d-1989-05025"
"158","Y.M.C.A.","","","Cruising Areas","Cruisy Area,(M-1965-1989)","Columbia","SC",1989,"",", SC",34.00071,-81.034814,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1989-05026"
"159","South of the Border Motel","","","Hotel","(H-1965-1989),(M-1965-1989)","Dillon","SC",1989,"6 mi. N. on I-95",", SC",34.499623,-79.307758,"unclear_coded_by_hand","","Verified Location","d-1989-05027"
"160","Chain Reaction","(Disco)","3027 E. Palmetto St.","Bars/Clubs","(YC-1969-2005),(S-1965-2002)","Florence","SC",1989,"","3027 E. Palmetto St., Florence, SC",34.1973204,-79.7067481,"3027 e palmetto st, florence, sc 29506, usa","","Google Verified Location","d-1989-05028"
"161","Evans St.-downtown","","","Cruising Areas","Cruisy Area","Florence","SC",1989,"",", SC",34.195433,-79.762562,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1989-05029"
"162","Timrod Park","","","Cruising Areas","Cruisy Area","Florence","SC",1989,"",", SC",34.185242,-79.770835,"unclear_coded_by_hand","","Verified Location","d-1989-05030"
"163","'Rest Stop' on I-85 S.","","","Cruising Areas","Cruisy Area","Gaffney","SC",1989,"",", SC",35.071795,-81.649819,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1989-05031"
"164","Bushwacker's Pub","(Cruisy) (Levi) (AH-WE)","621 Airport Rd.","Bars/Clubs,Cruising Areas","(P-1965-1989),(PT-1977-1989),(W-1972-1989),(AH-1975-1993),(WE-1976-1989),(*-1965-2005)","Greenville","SC",1989,"","621 Airport Rd., Greenville, SC",34.844199,-82.345167,"621 airport rd, greenville, sc 29607, usa","","Google Verified Location","d-1989-05032"
"165","M.C.C.","(803)233-0919","37 E. Hillcrest Dr.","Religious Institution","(MCC)","Greenville","SC",1989,"","37 E. Hillcrest Dr., Greenville, SC",34.8692603,-82.3876351,"37 e hillcrest dr, greenville, sc 29609, usa","","Google Verified Location","d-1989-05033"
"166","New Attitude","","706 W. Washton St.","Bars/Clubs","(D-1965-2003),(B-1970-1989)","Greenville","SC",1989,"","706 W. Washton St., Greenville, SC",34.8553243,-82.4088654,"706 w washington st, greenville, sc 29601, usa","","Google Verified Location","d-1989-05034"
"167","Stone Castle","(Disco)","8 Le Grand","Bars/Clubs","(*-1965-2005),(P-1965-1989),(YC-1969-2005)","Greenville","SC",1989,"","8 Le Grand, Greenville, SC",34.8361438,-82.3681104,"8 legrand blvd, greenville, sc 29607, usa","","Google Verified Location","d-1989-05035"
"168","'Rest Stop' on I-85 S. btw. Greenville & Anderson S.C.","","","Cruising Areas","Cruisy Area","Greenville","SC",1989,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1989-05036"
"169","Greyhound Bus Depot","","","Cruising Areas","Cruisy Area,(AYOR-1977-1989)","Greenville","SC",1989,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1989-05037"
"170","Parking lot opp. Methodist Church","","","Cruising Areas","Cruisy Area,(AYOR-1977-1989)","Greenville","SC",1989,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1989-05038"
"171","Sheraton Motor Inn","","","Cruising Areas","Cruisy Area","Greenville","SC",1989,"",", SC",34.852618,-82.39401,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1989-05039"
"172","M.J.'s","(Disco)","#5 Dancor Bldg., Palmetto Bay Rd.","Bars/Clubs","(P-1965-1989),(M-1965-1989),(YC-1969-2005),(E-1975-2003),(*-1965-2005)","Hilton Head","SC",1989,"","#5 Dancor Bldg., Palmetto Bay Rd., SC",32.175496,-80.770569,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1989-05040"
"173","Offshore Drilling Co.","(Disco)","415 Youpon Circle","Bars/Clubs","(*-1965-2005),(YC-1969-2005),(S-1965-2002)","Myrtle Beach","SC",1989,"","415 Youpon Circle, Myrtle Beach, SC",33.6815574,-78.8930613,"415 yaupon dr, myrtle beach, sc 29577, usa","","Google Verified Location","d-1989-05041"
"174","Beach at 82nd Ave.","","","Cruising Areas","Cruisy Area","Myrtle Beach","SC",1989,"",", SC",33.68906,-78.886694,"unclear_coded_by_hand","","Location could not be verified. General city or location coordinates used.","d-1989-05042"
"175","Hurlock Park","","","Cruising Areas","Cruisy Area","Myrtle Beach","SC",1989,"",", SC",33.669836,-78.904645,"unclear_coded_by_hand","","Verified Location","d-1989-05043"
